image_path,filename,subset,height,width,laplacian_var,tenengrad,brenner,rms_contrast,michelson,mean_brightness,immerkaer_noise,wavelet_noise,brisque,niqe,clip_iqa,quality_score
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\122.png,122.png,test_case_segmentation,512,512,308.5728120924323,3300.0075454711914,0.0015584503998979926,0.17795875668525696,1.0,0.5273457169532776,1.1466764267585579,0.00581404659897089,22.49188232421875,,0.2357615828514099,0.4187701178883863
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\123.png,123.png,test_case_segmentation,512,512,75.17260681092739,2575.713409423828,0.0011995002860203385,0.23189987242221832,1.0,0.5092741847038269,0.9699652369389432,0.005814030766487122,23.35174560546875,,0.15924754738807678,0.3956122170465053
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\124.png,124.png,test_case_segmentation,512,512,31.541160836757626,1133.0470123291016,0.0008387258276343346,0.18106649816036224,1.0,0.5357317328453064,0.7433792759609891,0.005814015865325928,28.42889404296875,,0.17248401045799255,0.3317126670087525
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\125.png,125.png,test_case_segmentation,512,512,59.471321937962784,3623.151840209961,0.0016096506733447313,0.2365168035030365,1.0,0.4743306338787079,0.9459590430438805,0.005814030766487122,30.37322998046875,,0.1952153593301773,0.40634018423089424
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\126.png,126.png,test_case_segmentation,512,512,69.02302585542202,1334.5293502807617,0.0006935962592251599,0.12331412732601166,1.0,0.5630775094032288,1.0729295790067908,0.00581404659897089,15.88055419921875,,0.1603507697582245,0.3184166779463002
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\127.png,127.png,test_case_segmentation,512,512,414.9430727990693,3155.707649230957,0.0019329942297190428,0.18551480770111084,1.0,0.5275441408157349,1.7755757439562188,0.008721054531633854,1.51483154296875,,0.2666070759296417,0.46717148136057934
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\128.png,128.png,test_case_segmentation,512,512,335.45257568359375,5444.039825439453,0.00328623503446579,0.17863939702510834,1.0,0.5750361680984497,1.9319027101225321,0.008721055462956429,2.45330810546875,,0.3542969226837158,0.5048786380638894
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\129.png,129.png,test_case_segmentation,512,512,107.38975192583166,2217.7682189941406,0.0012747611617669463,0.1873997151851654,1.0,0.4116764962673187,1.1386912271767766,0.005814037751406431,17.98260498046875,,0.1509169340133667,0.3689748876251484
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\13.png,13.png,test_case_segmentation,512,512,57.19414498092374,890.0314788818359,0.0005183307803235948,0.16769546270370483,0.9055117964744568,0.5752520561218262,1.01360234892483,0.00581404659897089,11.71649169921875,,0.15129418671131134,0.349266110402656
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\130.png,130.png,test_case_segmentation,512,512,44.87429138190055,1015.980354309082,0.0004753374378196895,0.1288498193025589,1.0,0.51010662317276,0.9965566020553429,0.005814046133309603,16.44256591796875,,0.18385377526283264,0.32089311648809465
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\131.png,131.png,test_case_segmentation,512,512,49.32933578634402,2436.572235107422,0.0015285240951925516,0.19613070785999298,1.0,0.4956541955471039,1.0189670409902327,0.005814031697809696,25.49188232421875,,0.26671600341796875,0.3840113905137719
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\132.png,132.png,test_case_segmentation,512,512,86.51477866955975,1493.9503936767578,0.0006145472289063036,0.17394179105758667,1.0,0.43778926134109497,1.4706178960641243,0.00581404659897089,6.68865966796875,,0.16165897250175476,0.3598481068849076
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\133.png,133.png,test_case_segmentation,512,512,149.6987096236553,2608.2445373535156,0.0020142800640314817,0.1395830661058426,1.0,0.4223136901855469,1.1943860467479863,0.00581404659897089,13.82537841796875,,0.20808272063732147,0.3745448429699516
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\134.png,134.png,test_case_segmentation,512,512,111.79153754044091,3688.8697967529297,0.0013897166354581714,0.2361895591020584,1.0,0.46159985661506653,1.2574035103689478,0.005814046133309603,11.60272216796875,,0.1793060302734375,0.44645935179520424
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\135.png,135.png,test_case_segmentation,512,512,64.0575487720198,795.7398986816406,0.0003561848134268075,0.21154531836509705,1.0,0.43932396173477173,1.4617549107896055,0.00581404659897089,9.75653076171875,,0.23995530605316162,0.3779821616902535
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\136.png,136.png,test_case_segmentation,512,512,98.53018151171273,2805.671600341797,0.0014204015024006367,0.14721696078777313,1.0,0.398958295583725,1.1461054243545907,0.005814046133309603,14.65692138671875,,0.20452925562858582,0.37547572104451393
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\137.png,137.png,test_case_segmentation,512,512,38.76591049529088,852.7088775634766,0.00036259001353755593,0.20665980875492096,1.0,0.5097612738609314,1.0209410549268736,0.005814016330987215,8.86004638671875,,0.16889336705207825,0.38249915020666964
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\138.png,138.png,test_case_segmentation,512,512,72.03824367368361,2114.878128051758,0.0012609610566869378,0.15858200192451477,1.0,0.3605695068836212,1.0785745521396823,0.005814031697809696,21.07293701171875,,0.2292936146259308,0.3575113297221173
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\139.png,139.png,test_case_segmentation,512,512,210.09204076137394,3333.511001586914,0.0016569453291594982,0.1378311812877655,1.0,0.5242851972579956,1.1606447035689695,0.00581404659897089,19.68670654296875,,0.3237766921520233,0.408837720055677
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\14.png,14.png,test_case_segmentation,512,512,280.5373495069798,1877.1086349487305,0.0005328651168383658,0.18301481008529663,1.0,0.46643495559692383,1.3370507162950434,0.00581404659897089,6.50018310546875,,0.20777645707130432,0.4189485360111697
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\140.png,140.png,test_case_segmentation,512,512,99.96439271220878,2226.1837310791016,0.0011394344037398696,0.17775632441043854,1.0,0.4016127288341522,1.1003513470566675,0.005814031697809696,18.37664794921875,,0.17513252794742584,0.36890605178805336
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\141.png,141.png,test_case_segmentation,512,512,90.80980771208124,2315.3043365478516,0.001256785006262362,0.18284465372562408,1.0,0.4780895709991455,1.034230714252964,0.005814031697809696,23.36981201171875,,0.19249220192432404,0.3663048647632056
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\142.png,142.png,test_case_segmentation,512,512,447.87831316258234,2182.9051208496094,0.0016148353461176157,0.19391930103302002,1.0,0.4899124205112457,1.8538705334993595,0.008721023797988892,3.37567138671875,,0.20074215531349182,0.4330722699995399
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\143.png,143.png,test_case_segmentation,512,512,26.972476985873072,1083.725975036621,0.0003981755580753088,0.16314740478992462,1.0,0.4693123698234558,0.7857113543231814,0.005814015865325928,25.88153076171875,,0.17735138535499573,0.3248540460427167
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\144.png,144.png,test_case_segmentation,512,512,113.31971740722656,2292.1098022460938,0.0009045355836860836,0.1551550179719925,1.0,0.3194195330142975,1.181147785669229,0.005814039148390293,14.91766357421875,,0.23764055967330933,0.37812662293300003
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\145.png,145.png,test_case_segmentation,512,512,125.57459303979704,2262.8513946533203,0.0006095318240113556,0.20380637049674988,1.0,0.4269161820411682,1.3861191774483435,0.00581404659897089,11.08319091796875,,0.22935530543327332,0.40733018102729046
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\146.png,146.png,test_case_segmentation,512,512,181.66582892969018,2458.883102416992,0.0010761991143226624,0.1528175324201584,1.0,0.5091722011566162,2.0289586630399055,0.008721085265278816,2.47088623046875,,0.24169960618019104,0.378027533167746
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\147.png,147.png,test_case_segmentation,512,512,32.10967074554355,751.3893127441406,0.0003988142416346818,0.15386343002319336,1.0,0.4469912350177765,0.8705851195249718,0.005814030766487122,19.67156982421875,,0.1282518357038498,0.3143666487906919
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\148.png,148.png,test_case_segmentation,512,512,285.0322265625,5028.918167114258,0.002998421201482415,0.18725311756134033,1.0,0.5604252219200134,1.826908940382638,0.008721054531633854,3.54949951171875,,0.26305827498435974,0.47616852829410866
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\149.png,149.png,test_case_segmentation,512,512,352.1910910075385,2298.5505981445312,0.001272037043236196,0.13694851100444794,1.0,0.3761245012283325,1.3998842705622658,0.00581404659897089,10.46502685546875,,0.23331597447395325,0.3992671799088144
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\15.png,15.png,test_case_segmentation,512,512,55.318402991382754,2137.412582397461,0.001265748287551105,0.1488843709230423,1.0,0.5199228525161743,1.0953078940370975,0.00581404659897089,20.22186279296875,,0.2004723697900772,0.3439995003334227
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\150.png,150.png,test_case_segmentation,512,512,61.875946532571106,1288.961280822754,0.000658228702377528,0.1322191059589386,1.0,0.5613713264465332,1.0262856695519118,0.00581404659897089,14.82147216796875,,0.16343097388744354,0.32852985110149574
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\151.png,151.png,test_case_segmentation,512,512,294.48254139436176,3649.840591430664,0.002653534524142742,0.11224403977394104,1.0,0.5591223239898682,2.1509861331850684,0.011628061532974243,3.17645263671875,,0.18502722680568695,0.3681210553190093
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\152.png,152.png,test_case_segmentation,512,512,289.37480760096514,3545.318405151367,0.0020899393130093813,0.19886307418346405,1.0,0.5770323872566223,1.7146439248403247,0.008721054531633854,5.87908935546875,,0.39230501651763916,0.4869669841620605
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\153.png,153.png,test_case_segmentation,512,512,43.76569138368359,936.6046981811523,0.0005194065161049366,0.18646878004074097,1.0,0.42142027616500854,0.9469171384980759,0.005814031697809696,14.50311279296875,,0.12234748899936676,0.3489753117314525
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\154.png,154.png,test_case_segmentation,512,512,267.919023539871,2772.4118881225586,0.0021750673186033964,0.12372547388076782,1.0,0.46638384461402893,2.283910834862484,0.011628063395619392,1.08612060546875,,0.2169111669063568,0.36124770196646305
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\155.png,155.png,test_case_segmentation,512,512,21.737597234532586,715.0973892211914,0.00033499341225251555,0.16477948427200317,1.0,0.3659667372703552,0.7349057930295423,0.00290703889913857,25.78875732421875,,0.12312407791614532,0.3081774753989566
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\156.png,156.png,test_case_segmentation,512,512,121.87850917234026,2559.370933532715,0.0012086564674973488,0.1670246422290802,1.0,0.4335148334503174,1.0964828258472297,0.005814046133309603,18.50408935546875,,0.2194090187549591,0.38204790881011025
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\157.png,157.png,test_case_segmentation,512,512,30.83749979152344,876.4503326416016,0.0005055421497672796,0.19535237550735474,1.0,0.4840112626552582,0.8463604830787429,0.005814016330987215,19.47039794921875,,0.18905863165855408,0.35935180061295563
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\158.png,158.png,test_case_segmentation,512,512,371.8060043020523,2413.053565979004,0.0013054227456450462,0.19478316605091095,1.0,0.4361819326877594,1.2601412701370553,0.00581404659897089,11.05780029296875,,0.2525782585144043,0.45144353183736824
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\159.png,159.png,test_case_segmentation,512,512,83.40374813968083,2370.6617431640625,0.001285800477489829,0.1723158359527588,1.0,0.4949250817298889,1.1653604927617907,0.00581404659897089,19.52264404296875,,0.18953266739845276,0.36250664634999197
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\16.png,16.png,test_case_segmentation,512,512,156.9422171764163,2048.1797790527344,0.0008874944760464132,0.20228691399097443,1.0,0.5586472153663635,1.8092937973044125,0.008721054531633854,1.07928466796875,,0.23058576881885529,0.41157104361723773
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\160.png,160.png,test_case_segmentation,512,512,75.54442548796942,1054.7267227172852,0.0005636537098325789,0.17498259246349335,1.0,0.4172039330005646,1.3329870423652623,0.00581404659897089,7.87127685546875,,0.17282158136367798,0.3577284728366857
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\161.png,161.png,test_case_segmentation,512,512,85.59230041503906,2592.9381408691406,0.0015354821225628257,0.18483781814575195,1.0,0.4759700298309326,1.1327611543907086,0.005814046133309603,17.78582763671875,,0.19216836988925934,0.38229001284400815
C:\Users\theop\Documents\Telecom_Paris\2A\cours\p4\IMA\IM_06\projet_IM06\arcade_challenge_datasets\dataset_final_phase\test_case_segmentation\images\162.png,162.png,test_case_segmentation,512,512,430.17561356484657,2421.5112380981445,0.0011052232002839446,0.23835842311382294,1.0,0.5114762187004089,0.9790860165477424,0.005814016330987215,22.47918701171875,,0.22873474657535553,0.46486630500892434
